time_s,fixed_total_bps,greedy_total_bps,opt_total_bps,fixed_min_bps,greedy_min_bps,opt_min_bps,fixed_jain,greedy_jain,opt_jain
188.000000,2099179363.475124,2273084865.034343,2274836753.596145,98028952.803943,109758230.651852,110959488.679094,0.997706,0.999727,0.999840
189.000000,2096739211.041476,2271653104.596410,2271956830.305978,97567278.858056,110037021.775505,110683759.569482,0.997708,0.999758,0.999828
190.000000,2094719129.223868,2268927255.876451,2269272571.199789,97244621.798934,110143353.946560,110447342.915704,0.997752,0.999778,0.999819
191.000000,2092622506.749818,2265609101.308939,2266344497.667590,96859562.284672,109958884.506530,110226936.933463,0.997775,0.999762,0.999808
192.000000,2089355701.312954,2262698892.209269,2263005262.391695,96336333.156744,109645207.764846,110041968.826953,0.997759,0.999723,0.999796
193.000000,2085492246.904957,2259059139.685857,2258951964.897872,95621070.271306,109237110.358386,109832854.035765,0.997685,0.999675,0.999782
194.000000,2082038389.713109,2254979768.033270,2254555924.304590,94964330.726670,108760508.748233,109648407.091143,0.997586,0.999618,0.999768
195.000000,2078377866.590575,2250560978.184067,2249839001.816339,94366858.114725,108249887.356928,109429458.663866,0.997505,0.999553,0.999748
196.000000,2074456165.462252,2246142410.137699,2245089537.483316,93891089.702905,107746236.784200,109220778.785065,0.997432,0.999483,0.999727
197.000000,2071640268.549804,2241658709.307291,2240503223.418740,93773807.697409,107188835.313921,108921450.580841,0.997416,0.999398,0.999700
198.000000,2069371449.529004,2239009156.312636,2236278458.815859,93907631.228835,107759866.070155,108271865.615165,0.997435,0.999508,0.999672
199.000000,2068927489.415572,2234705679.070953,2232100756.060961,94129341.745265,107546492.913033,107519157.155436,0.997429,0.999570,0.999637
200.000000,2070569004.080418,2230728419.313143,2228598557.949506,94606908.899179,106750801.484346,106842668.654415,0.997453,0.999550,0.999599
201.000000,2072596995.782363,2226596509.693241,2224322420.448170,94831902.461493,106377860.572203,106227861.739513,0.997460,0.999476,0.999547
202.000000,2076403320.298258,2223208567.069651,2221026969.842684,95203235.842745,106022114.563530,105617277.230728,0.997542,0.999394,0.999490
203.000000,2079952548.582999,2220053374.941118,2218072729.619826,95519324.563861,105668273.643389,105008091.058651,0.997621,0.999312,0.999430
204.000000,2082677836.720724,2215963528.940240,2214448081.152058,95695370.971922,105417003.625910,104521624.060740,0.997727,0.999209,0.999360
205.000000,2084633066.968694,2211366811.551854,2210519598.902518,95586283.796937,105288045.917864,104170353.670692,0.997766,0.999107,0.999304
206.000000,2087594660.853528,2207978422.058181,2207993325.477113,95423082.316569,105304881.644297,103981286.961952,0.997775,0.999027,0.999268
207.000000,2089279834.699893,2206045344.232392,2205182910.709292,95125394.249484,104618276.322159,103784962.936827,0.997766,0.999129,0.999233
